Title,Location,Company,Salary,Sponsored,Description
Deputy Regional Director India,"New Delhi, Delhi",international aids vaccine,None,Organic,"POSITION DESCRIPTION
Deputy Regional Director India

POSITION SUMMARY:
TITLE: DEPUTY REGIONAL DIRECTOR INDIA
REPORTING: REGIONAL DIRECTOR INDIA
IAVI is looking for a creative and energetic individual as the Deputy Regional Director in India to support the Regional Director in setting the regional strategy and program delivery. This position offers a unique opportunity for a candidate with a passion for science and global health high degree of curiosity, innovation, and entrepreneurship to engage in science as well as operational and technical management of the regional program.
An ideal candidate will have a solid expertise in immune-mediated diseases like HIV, TB and other emerging infectious diseases. He/she should be able to effectively engage subject matter experts on their science and build strategic scientific partnerships. He/she will partner with R&D and Operational teams at IAVI to formulate and implement strategies and deliver high quality, scientifically robust research projects which support product development. This position will report to the Regional Director, India.

KEY RESPONSIBILITIES:
Regional Strategy and program delivery, including Product Development
Assist the Regional Director in developing and implementing the regional strategy in HIV, and other emerging infectious and neglected diseases. Ensure that all activities are strategically aligned with IAVI’s strategy and key priorities;
Lead the development and execution of key activities and partnerships in immunoprofiling that will enable and accelerate IAVI’s strategic priorities. In close collaboration with other departments at IAVI.
Identify regional-specific immunology product development needs and requirements to inform global iDP (integrated Development plans)
Support the Regional Director in maintaining relationships with external scientific societies, Advisory Boards, professional associations, centers of excellence and KOLs in areas of scientific interest;
Maintain an integrated and up-to-date regional technology landscape in key priorities areas for IAVI. Conduct benchmarking and strategic assessments to support portfolio and product development decisions. Identify opportunities for potential new technologies and platforms that will support IAVI as a future leader; and
Ability to predict broad-based changes in business partner environment and translate them into functional strategies.

Oversight of Operations
Oversee all aspects of administration and operations in India and staff in operations, including HR, Budget/Finance, Compliance, Logistics, and Procurement. Ensure compliance with Indian laws and organizational policies and procedures;
Develop and implement annual work plans and budgets; and oversee annual work-planning and budgeting processes (organizational and donor specific). Support the RD to ensure that field staff adhere to plans and monitor results against expected outcomes and indicators on 4 quarterly basis;
Ensure that the resources are deployed effectively, including monitoring budgets, cash flows and personnel resources;
Work with relevant HQ/global teams and facilitate quality reports in a timely manner;
Manage individual and team performance, and implement change initiatives as necessary;
Help build a regional resource mobilization program, including managing grant writing processes and pursuing new funding opportunities;
Ensure regional and sub-awardee compliance with donor (including USAID) and organizational rules and regulations.
Project and Stakeholder Management
Support the Regional Director in the overall delivery of the programs and working with internal and external stakeholders;
Plan resource allocation and take lead in the project management of multiple, multi-year research projects;
Monitor program delivery and attain project effectiveness with scientific rigor and documentation. Remedy any delays in execution of program; including writing and/or reviewing project materials and publications;
Lead in the development and negotiation of research plans with external collaborators in academia or contract research organizations, using scientific, financial and market research data,
Ensure transparency and accountability in reporting processes from the project team to the sub-awardees;
Perform any other duties as assigned by the Regional Director.

EDUCATION AND WORK EXPERIENCE:
MD, or MD/PhD, ScD or D.Ph. with at least 10-15 years combination of academic training and practical experience in immunoprofiling in a product development environment;
Strong working knowledge of cellular and molecular immunology as it applies to HIV, TB and other emerging infectious diseases;
Extensive human immunology knowledge is highly desirable;
In-depth understanding of India-based HIV epidemics and the HIV response is desirable;
Record of high-quality, peer-reviewed research publications is desirable;
Deep knowledge of pharmaceutical industry dynamics and trends including a good understanding of the life cycle of a brand from cross-functional perspectives (e.g. R&D, marketing and access);
Solid track record of implementing large, complex, multi-partner, multi-year international health sector development projects;
Solid track record of senior-level management experience and demonstrable leadership and adaptive management skills;
Ability to work well within a fast-paced, global business-driven environment with diverse cultures;
Experience in hiring and supervising personnel and ensuring they acquire the necessary training and skills to meet evolving project needs; demonstrable ability to effectively coach, mentor and develop staff;
Excellent diplomacy skills and a proven ability to establish and maintain interpersonal and professional relationships with partners, host country government and other key stakeholders;
Self-motivated with the ability to work independently balancing priorities and ability to set priorities through careful planning for self and the team;
Excellent written and verbal communication skills;
Strong analytical and critical thinking skills, and attention to details.
Work Environment and Physical Demands:
The work environment and physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Mobility to perform the essential functions of the position
Hearing and speech sufficient to verbally communicate in person and on the telephone constantly (66-100%)
Typical office environment
Occasional travel off-site for team meetings with collaborators, as needed (up to 20%)
Ability to travel to IAVI offices in New York



Other Duties:
Perform other duties as assigned

ORGANIZATIONAL OVERVIEW:
IAVI IS A NONPROFIT SCIENTIFIC RESEARCH ORGANIZATION DEDICATED TO ADDRESSING URGENT, UNMET GLOBAL HEALTH CHALLENGES INCLUDING HIV AND TUBERCULOSIS. OUR MISSION IS TO TRANSLATE SCIENTIFIC DISCOVERIES INTO AFFORDABLE, GLOBALLY ACCESSIBLE PUBLIC HEALTH SOLUTIONS.
THROUGH SCIENTIFIC AND CLINICAL RESEARCH IN AFRICA, INDIA, EUROPE, AND THE U.S., IAVI IS PIONEERING THE DEVELOPMENT OF BIOMEDICAL INNOVATIONS DESIGNED FOR BROAD GLOBAL ACCESS. WE DEVELOP VACCINES AND ANTIBODIES IN AND FOR THE DEVELOPING WORLD AND SEEK TO ACCELERATE THEIR INTRODUCTION IN LOW-INCOME COUNTRIES.
IAVI PROGRAMS AND PARTNERSHIPS ARE GROUNDED IN THE REGIONS OF THE WORLD WHERE THE DISEASE BURDEN IS THE GREATEST, AND OUR APPROACH EMPHASIZES SUSTAINABILITY. OUR NETWORK OF CLINICAL RESEARCH CENTER PARTNERS IN AFRICA AND INDIA HELPS STRENGTHEN IN-COUNTRY RESEARCH CAPACITY AND SUPPORTS THE TRAINING AND EDUCATION OF THE NEXT GENERATION OF SCIENTISTS. THE GLOBAL IMPACT OF OUR SCIENCE INCLUDES FUNDAMENTAL CONTRIBUTIONS TO UNDERSTANDING THE BIOLOGY OF HIV INFECTION, WHICH IAVI AND OTHERS ARE APPLYING TOWARD ADVANCING VACCINE SCIENCE AND IMMUNOLOGY.
IAVI ACCELERATES SCIENTIFIC DISCOVERY AND DEVELOPMENT BY FOSTERING UNIQUE COLLABORATIONS AMONG ACADEMIA, INDUSTRY, LOCAL COMMUNITIES, GOVERNMENTS, AND FUNDERS TO EXPLORE NEW AND BETTER WAYS TO ADDRESS PUBLIC HEALTH THREATS THAT DISPROPORTIONATELY AFFECT PEOPLE LIVING IN POVERTY.
OUR GLOBAL REACH, INCLUDING A CLINICAL RESEARCH NETWORK IN FIVE COUNTRIES IN SUB-SAHARAN AFRICA AND IN INDIA, HAS ALLOWED US TO MAKE FUNDAMENTAL CONTRIBUTIONS TO UNDERSTANDING THE EPIDEMIOLOGY, TRANSMISSION, VIROLOGY, AND IMMUNOLOGY OF HIV. THIS WORK PLAYED A KEY ROLE IN FACILITATING THE DESIGN OF PROMISING HIV VACCINE CANDIDATES, AS WELL AS THE DISCOVERY OF BROADLY NEUTRALIZING ANTIBODIES THAT ARE NOW BEING ADVANCED AS PROMISING APPROACHES FOR HIV PREVENTION. OUR INTEGRATED CAPABILITIES IN VACCINE AND ANTIBODY DISCOVERY, DEVELOPMENT, AND CLINICAL RESEARCH TAKE ADVANTAGE OF BIO-PHARMACEUTICAL INDUSTRY EXPERTISE TO ACCELERATE THE DEVELOPMENT AND TESTING OF PREVENTION METHODS FOR HIV AND OTHER DISEASES. THROUGH THE PRODUCT DEVELOPMENT CENTER, WE SUPPORT EXTERNAL RESEARCHERS WITH TECHNICAL AND SCIENTIFIC EXPERTISE TO ACCELERATE THE DEVELOPMENT OF THEIR OWN PRODUCTS.
IAVI CORE VALUES
DEDICATION TO THE MISSION: WE ARE COMMITTED TO THE TRANSLATION OF SCIENTIFIC DISCOVERIES INTO AFFORDABLE, GLOBALLY ACCESSIBLE PUBLIC HEALTH SOLUTIONS.
INNOVATIVE EVOLUTION: WE ARE COMMITTED TO SOLVING COMPLEX PROBLEMS IN CREATIVE AND INNOVATIVE WAYS, LEARNING FROM OUR MISTAKES AND SUCCESSES AND NEVER GIVING UP
INTEGRITY: WE ARE COMMITTED TO MEETING THE HIGHEST ETHICAL AND PROFESSIONAL STANDARDS IN EVERYTHING WE DO AND TO TAKING RESPONSIBILITY FOR OUR ACTIONS TO EARN RESPECT
COLLABORATION: WE ARE COMMITTED TO EMBRACING DIVERSITY, THE POWER OF GLOBAL TEAMWORK AND THE BELIEF THAT BY WORKING AS ONE WE CAN MAKE A DIFFERENCE

DISCLAIMER: NOTHING IN THIS JOB DESCRIPTION RESTRICTS MANAGEMENT'S RIGHT TO ASSIGN OR REASSIGN DUTIES AND RESPONSIBILITIES TO THIS JOB AT ANY TIME. THE ABOVE STATEMENTS ARE INTENDED TO DESCRIBE THE GENERAL NATURE AND LEVEL OF WORK BEING PERFORMED BY INDIVIDUALS ASSIGNED TO THIS POSITION. THEY ARE NOT INTENDED TO BE AN EXHAUSTIVE LIST OF ALL DUTIES, RESPONSIBILITIES AND SKILLS REQUIRED OF PERSONNEL SO CLASSIFIED. THIS DOCUMENT DOES NOT CREATE AN EMPLOYMENT CONTRACT, IMPLIED OR OTHERWISE, OTHER THAN AN “AT-WILL” RELATIONSHIP. IAVI IS AN EQUAL OPPORTUNITY EMPLOYER AND APPLICANTS WILL BE CONSIDERED FOR EMPLOYMENT WITHOUT REGARD TO RACE, COLOR, RELIGION, SEX, SEXUAL ORIENTATION, GENDER IDENTITY, NATIONAL ORIGIN, VETERAN OR DISABILITY STATUS."
Data Scientist – AI ML Team,"Bengaluru, Karnataka",CustomerXPs,None,Organic,"Come aboard our growing global team and work for a category leader with a market presence in 15 countries. You will work with some of the leading financial institutions worldwide who rely on our product innovation in helping them shield themselves against the global $4 trillion problem of financial fraud. We create ‘customer-centric predictable enterprises’ and we do this by directing intelligence to the heart of every customer interaction. In real-time.
We are seeking sharp, energetic Data Scientists to help us keep pace with our global expansion. You’ll be core member of a specialist team working on our Artificial Intelligence & Machine Learning stream. You bring your skills, experience and passion and we will give you the springboard for your ambitions.
The Role:
Work as part of Clari5.ai team in defining, prototyping and implementing data science models/algorithms as part of the product.
Take ownership of the data science model end-to-end from data collection to model building to monitoring the model in production.
Along with product managers and domain experts, own the business outcomes/metrics which the data science model/algorithm drives.
Work with the product managers and engineering to define best practices for the team.
Mentor junior colleagues and conduct internal workshops.
Help to make data science and data-driven decision making a part of the organisation’s DNA.

Your Skills:
Must have 3 – 8 years of experience working on model building.
Solid understanding of the mathematics related to data science – probability, statistics, linear algebra etc.
Ability to understand business concerns and formulate them as technical problems that can be solved using data and math / stats / ML.
Experience working as part of a product team, along with engineers and product managers, to define the problem and execute the data science solution.
Must have built 2-3 end to end ML projects in the past.
Knowledge of R or Python is a must.
Strong hands on experience in working with SQL databases.
Experience working with large data sets, coming from varied sources, is a plus
Conceptual understanding of big data technologies (Hadoop / HDFS / Spark) is a plus.
Prior experience in Natural Language Processing, Recommender Systems or Social Network Analysis is a huge plus.

Your Education / Qualification:
Bachelor’s degree or equivalent combination of education and 3 years or more of experience.
Bachelor’s degree in Computer Science, Masters in Mathematics / Statistics preferred.
About Us
Endorsed Category Leader in Financial Crime Risk Management Systems for Enterprise Fraud by Chartis Research, Winner of Best Fraud Detection Product by Risk.net and ranked consistently in Chartis’ RiskTech100 rankings, CustomerXPs redefines real-time, cross-channel banking Enterprise Fraud Management using AI like a central nervous system to fight financial crime. The company’s flagship product Clari5 harnesses the combined power of Automation, AI, Decision Sciences & Real-time Decisions. Clari5 currently processes over 10 billion transactions, manages over 450 million accounts and reliably secures 4% of the global population’s banking transactions. With 200 million accounts at a single site, Clari5 has the world’s largest implementation of a fraud management solution. Tier 1 banking customers across 15 countries who trust Clari5 for driving their fraud management strategy are recipients of global industry acclaim, including Banking Technology’s Best Use of IT in Risk Management/Regulation and Celent’s Model Bank of the Year."
Senior Data Scientist,None,Microsan Consultancy Services,None,Organic,"Work in cross-functional teams to translate algorithms into commercially viable products and services.
Contribute to technical teams in development, deployment and application of applied analytics, predictive analytics and prescriptive analytics capabilities.
Develop self-learning systems that can predict failures and autocorrect based on multiple data sources
Work with the engineering team to incorporate your analyses and solutions, including working with the visualization team to create intuitive UI and rich UX stories. Partner with data engineers on data quality assessment, data cleansing and data analytics efforts
Gather and analyze data, devise innovative data science solutions and build prototypes to enable development of high-performance algorithms in scalable, product-ready code.
Initiate and propose unique and promising modeling features, develop new and innovative algorithms and technologies, pursuing patents where appropriate
Stay current on published state-of-the-art algorithms and competing technologies.
Contribute to the development of software and data delivery platforms that are service-oriented with reusable components across teams (multiple teams) that can be orchestrated together into different methods for different businesses.
Research and evaluate emerging technology, industry and market trends to assist in project development and/or operational support activities to for multiple teams or complex scenarios.
Job Types: Full-time, Part-time, Contract
Experience:
coding in Machine Learning/AI techniques: 1 year (Required)
Data Scientist : 5 years (Required)
Work Remotely:
Yes"
"Technical Architect, Analytics Data Scientist","Hyderabad, Telangana",Invenio Business Solutions,None,Organic,"Key Role
Technical Architect, Analytics Data Scientist
Technical/ Functional Skills
Understand customer’s data analytics requirements and translate into business solution
Engage with customers and conduct workshops on Analytics and Data Science
Building and delivering Proofs of Concept (PoCs) to convince the customer with solution
Understand customer data for the last 20 years and build statistical analytics
Define data lakes and collect the data from multiple legacy systems
Evaluate data visualization tools and finalize
Lead architectural discussions
Demonstrate passion for technology and translating that passion into business impact for customers
Scope, plan and deliver product presentations and demonstrations that are tailored to the client’s technical requirements and audience
Experience & Skills
Minimum 10 years of experience in IT with skills including Analytics & Data for not less than 6 years
Should have participated in two to three end to end analytics journeys with enterprise customers
Hands-on experience with Python or R Programming in an enterprise environment
Hands on experience with Data Science, Data Analytics & Data Integration
Hands-on experience with various tools and platforms like SAS, Apache Spark, MS Azure Databricks, Hadoop etc.
Excellent presentation abilities and composure in front of all levels of technical and business audiences
Excellent verbal communication, written communication, and presentation skills Ability to travel as needed and to work flexible hours throughout geographies
Qualifications
B Tech, M Tech, MCA, Post Graduate
Relevant would be an added advantage
Languages Required
English
Experience Required
15 - 18 Yrs
To apply, please send us an email direct to talent.hr@invenio-solutions.com
Please attach your latest CV. Accepted formats: PDF, DOC or DOCX."
Senior Analytics Developer,"Chennai, Tamil Nadu",CDM Smith,None,Organic,"CDM Smith is seeking a Senior Analytics Specialist to accelerate the velocity of our Analytics team. This individual will have the opportunity to work alongside talented and innovative team members to drive Analytics initiatives that are transformative to CDM Smith. Under light supervision, this individual gathers data, cleans data and leverages data and systems to develop analytical tools that create business value. This individual also provides oversight and technical guidance to enforce standards and quality of Analytics solutions.

Client Relationship Management:
Works closely with the business to understand their objectives and creates Analytics solutions that provide value and enable strategic decision making. Creates informative visualizations to intuitively display large amounts of data and/or complex relationships. Recommends solutions or improvements to the team and to management. Develops strong client relationships and conforms to all established departmental standards.

Analytics Delivery:
Leads all phases of basic to highly complex Analytics projects. Participates in requirements gathering, performs data profiling, designs data flows, builds queries, builds data models, applies business logic/calculations, and designs dashboards. Creates prototypes, installs and deploys new solutions based on client requirements and subsequent feedback on prototypes. Provides input on project status and reports any unexpected events to BT management.

Product Testing:
Certifies proposed and implemented solutions through testing, including functional, usability, integration, performance, QA, operations, recovery and user acceptance.

Mentoring:
Mentors less experienced team members and provides guidance and technical expertise.

Performs other duties as required.
Minimum Qualifications
Bachelors in Computer Science, Information Systems or equivalent discipline
6 years of related experience- including delivering Analytics/Business Intelligence solutions
Experience with Analytics/Business Intelligence tools such as Qlik, Birst, Tableau, Power BI, Spotfire, or comparable products
Ability to create data visualizations and transform concepts into fully realized production applications
Intermediate knowledge of finance and accounting principles
Expert in the features, benefits and application of Business Intelligence tools and comparable technology solutions
Knowledge of database design and implementation (Oracle and SQL Server Preferred)
Ability to learn the business and develop relationships that enhance the value of the Business Technology (IT)
Ability to manipulate SQL queries

Travel: This position may require occasional travel.
Preferred Qualifications
Experience with master data management, predictive modeling and statistical models
Experience with Agile/Scrum
Prior exposure to ERP solutions such as E-Business Suite, JD Edwards EnterpriseOne, or PeopleSoft
Experience coding in Python is preferred"
Senior Data Scientist,"Chennai, Tamil Nadu",Intellithink,None,Organic,"Extensive experience working with large complex data sets and big data platforms
Proficiency in programming in Python, R, SQL and familiarity with REST based API’s
Strong understanding of feature extraction and data cleansing
Strong background in applying statistical machine learning techniques to predictive modelling and experience with Machine Learning libraries (Python, R)
Strong written and communication skills"
Data Scientist,"New Delhi, Delhi",Fitfyles,None,Organic,"FiFyles is changing lives!
As Data Scientist eager to jump into brand new learning experiences, you’ll have fun analyzing complex, massive data sets. If this sounds like you, please read on!

Who You Are
You cut your baby teeth on Bayesian modeling and Markov chains
You love the idea of working at a startup-within-a-startup
You are curious enough to always want to dig deeper
You dream of applying machine learning to everyday tasks
You never wait for someone else to ask “why?”
You drive others crazy with how open-minded you are
Your imagination knows no bounds when it comes to slicing and dicing complex problems and data sets
You are strongly opinionated on what makes for great software skills, and love playing devil’s advocate
You believe every experience, good or bad, is an opportunity to grow
You are convinced that the best use of experience is to leverage it to learn more
You are a natural-born leader
You know how to prioritize
You are analytically curious
You still like to play “Where’s Waldo?” on occasion to test your awesome pattern-recognition skills
There’s always methodology to your madness
You know that numbers tell a good story
Spock is your favorite Star Trek character

What You Want From Your Next Career Move
To change the world using your skills in solving analytical problems. To learn. To perform data analyses on massive data sets, at scale. To manage the data demands of a company with a heart.

Why We Need You
FitFyles is a company that saves lives. A company that is going to change the face of health care for good. We need someone to administer the flow of ideas regarding data and make recommendations to influence the direction of our business by communicating results to numerous stakeholder groups. You’ll work with the massive datasets, information, and knowledge that we’re collecting and organizing, and help to drive innovation in our product and enhance user experiences. We need your unique skills to:
Help manage our intense growth by developing and executing data analyses to manage the growth demands of FitFyles
Develop, implement and maintain robust reporting methodologies and tool to support mission-critical business objectives
Pioneer new uses of data to help save lives by enhancing user growth and engagement

How You’ll Change Global Healthcare
You’ll help millions live longer, healthier, happier lives through your ability to exercise creativity in addition to your analytic skills.

What you’ve achieved
BS / MS / PhD in a quantitative discipline (applied mathematics, statistics, CS, OR, or related field)
5+ years of experience using quantitative approaches to solve challenging and meaningful analytical problems (or equivalent)
Proficiency in programming and the use of analytic tools to perform rapid design, prototyping, analysis, simulation of, and experimentation with, advanced algorithms and applications (such as Matlab / Mathematica, Java, Ruby, Python, and experience in various relational and non-relational databases)
Solid grounding in applied mathematics and statistics including expertise in Bayesian modeling, multivariate regression, logistic regression, machine learning, cluster analysis, decision analysis, time series analysis and forecasting, factor analysis, structural equation modeling, item response theory, Markov chains, and data visualization (preferred)
Startup or equivalent experience (preferred) and the drive to live the dream (required)"
Data Scientist,"Pune, Maharashtra",GridEdge Technologies,None,Organic,"Job Description
We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.
Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques.
Data mining using state-of-the-art methods.
Extending company’s data with third party sources of information when needed.
Enhancing data collection procedures to include information that is relevant for building analytic systems.
Processing, cleansing, and verifying the integrity of data used for analysis.
Doing ad-hoc analysis and presenting results in a clear manner.
Creating automated anomaly detection systems and constant tracking of its performance.
Required Skills
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.
Experience with common data science toolkits, such as R, Perl, Python, SparkML, Weka, NumPy, MatLab, etc.
Experience with data visualization tools, such as D3.js, GGplot, etc.
Proficiency in using query languages such as SQL, Hive, Pig.
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase.
Experience with Hadoop or similar distributed computing and storage platforms.
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills.
Exceptional analytical abilities,creativity and attention to details.
Good organizational and problem solving skills.
Good team player who is a self-starter and well organized.
Strong oral and written communication skills.
Required Education
Graduate degree in Math, Statistics, Computer Science, or other quantitative discipline.
Please email your resume to careers@gtpltech.com"
Senior Data Scientist,"Hyderabad, Telangana",Novartis,None,Organic,"20 petabytes of data across 30 data domain across the whole bio-pharma value chain waiting for you to unlock the next breakthrough in medicine.



YOUR RESPONSIBILITIES INCLUDE, BUT ARE NOT LIMITED TO:
Contribute to the overall Novartis Data science implementation strategy & independently lead data science and AI work in collaboration with globally dispersed internal partners and multi-functional teams to tackle critical business problems, drive operational efficiencies, and deliver on high visibility pivotal initiatives.

Promote the use of analytical decision-making across Novartis in research, development, commercial, manufacturing and support functions such as Customer Segmentation & Targeting, Event Prediction, Propensity Modelling, Churn Modelling, Customer Lifetime Value Estimation, Forecasting, Recommender Systems, Modelling Response to Incentives, Marketing Mix Optimization, and Price Optimization.

Understands life sciences data sources including sales, contracting, promotions, social media, patient claims, clinical trials, and Real World Evidence & Defines right choices from a breadth of tools, data sources and analytical techniques to Develops and executes roadmap for delivery efficiency, enabling creation of automated product suites for repeatedly refreshing analysis and generating holistic insights.

Acts as a Chief evangelist & catalyst for innovation in BI & Analytics & Presents analytical content concisely and effectively to non-technical audiences and influences non-analytical business leaders to drive major strategic decisions' basis analytical inputs & Solutions / recommendations to business users.

handle critical initiative, plans proactively, anticipates and actively leads change, sets partner expectations as required, identifies operational risks and independently drives issues to resolution, balances multiple priorities and minimizes issues.

Identifies learning needs & defines tracks for reading and explorations in order to enable continuous learning and keep tabs on the latest developments in the field, which will grooms Data Scientists, Analyst, Subject Matter Experts, & mentors associates for higher responsibilities.

Presents and publishes articles in conferences and academic institutions of repute and serves as an ambassador for promoting Novartis Data Sciences brand & Supports external branding of Novartis as a leader in AI/ML and advanced analytics.

Minimum requirements
Masters in a quantitative field, Ph.D. highly preferred (e.g. Applied Mathematics, Computer Science, bioinformatics, epidemiology and Statistics.

10+ years of proven experience in Data Science, with at least 2 years in Pharma/Healthcare.

Cross-industry experience highly preferred.

2 plus years of international experience working with Global teams.

Why consider Novartis?
799 million. That’s how many lives our products touched in 2019. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

Imagine what you could do at Novartis!
Commitment to Diversity & Inclusion:
Novartis embraces diversity, equal opportunity and inclusion. We are committed to building diverse teams, representative of the patients and communities we serve, and we strive to create an inclusive workplace that cultivates bold innovation through collaboration, and empowers our people to unleash their full potential.

Join our Novartis Network: If this role is not suitable to your experience or career goals but you wish to stay connected to learn more about Novartis and our career opportunities, join the Novartis Network here: https://talentnetwork.novartis.com/network
Division
CORPORATE
Business Unit
DIGITAL OFFICE
Country
India
Work Location
Hyderabad, AP
Company/Legal Entity
Nov Hltcr Shared Services Ind
Functional Area
BD&L & Strategic Planning
Job Type
Full Time
Employment Type
Regular
Shift Work
No"
Cloud Engineer for CVML (Computer Vision and Machine Learnin...,"Bengaluru, Karnataka",Ittiam,None,Organic,"Profile: The prospective candidate would be part of the Cognitive Media Technologies team at Ittiam that works in the areas of visual and data analytics addressing markets such as retail, surveillance, automotive, and Industrial IOT.
Required Experience: 2 to 4 years
Job Description: Selected candidate will join an innovative team of engineers focusing on development, maintenance and support of the IoT based service on Cloud. Our current IoT systems serving the Retail markets are deployed across the globe. The candidate is expected to have working knowledge of Cloud Application Development Processes, Configuration Management, Test Planning and Execution.
Responsibility: This person will be responsible for:
Design and development of scalable web services in Cloud (Public / Private)
Design and development of data processing pipeline
Full stack development of features for production deployment
Interface with other internal teams to align on requirements and drive the release
Educational Qualification: Masters or Bachelor’s Degree in Computer Science/Electronics and Communication
Technical Skills:
Experience in Java and Python programming for server-side applications
Experience in building RESTful web services
Experience in any of RDBMS, preferably Postgres
Working knowledge on Docker and Kubernetes
Experience in JavaScript programming is an added advantage
Working knowledge on Google Cloud Platform is an added advantage
Working knowledge on open source components like Kafka, ELK stack is an added advantage
Location: Bengaluru, Karnataka

If you have an unending passion for technology, the drive to learn and excel, and great team spirit, drop in your resume at talent@ittiam.com"
